is_canceled,deposit_type,lead_time,country,price,total_of_special_requests,arrival_date_day_of_month,arrival_date_week_number,market_segment,previous_cancellations
0,0,36,42,264.0,0,19,12,6,0
0,0,26,57,315.4,1,16,16,5,0
0,0,109,54,272.85,0,22,22,5,0
0,0,301,42,230.0,1,30,31,5,0
0,0,0,133,56.0,0,6,15,3,0
0,0,94,133,144.5,1,3,49,6,0
0,0,160,33,646.0,1,28,31,5,0
0,0,9,133,427.0,2,25,13,3,0
0,0,4,124,351.0,0,2,45,6,0
0,0,175,57,237.6,3,24,8,6,0
0,0,208,42,228.8,0,24,21,4,0
0,0,3,133,65.0,0,25,18,2,0
0,0,14,54,924.0,2,15,38,6,0
0,0,6,133,35.0,0,1,49,2,0
0,0,346,42,230.0,1,13,38,5,0
0,0,32,133,146.0,0,20,47,5,0
0,0,38,79,403.5,0,15,20,5,0
0,0,132,133,216.75,0,1,27,5,0
0,0,223,57,180.18,1,11,24,6,0
0,0,326,42,178.2,0,26,34,6,0
0,0,74,133,218.0,0,18,38,5,0
0,0,3,133,333.0,1,1,10,1,0
0,0,41,24,60.0,0,27,53,5,0
0,0,38,49,515.7,1,13,33,6,0
0,0,18,74,656.0,1,27,30,6,0
0,0,0,167,130.0,0,3,22,3,0
0,0,40,24,408.32,3,28,35,6,0
0,0,247,42,230.0,1,6,24,5,0
0,0,15,137,352.0,2,23,48,6,0
0,0,236,42,321.2999999999999,1,6,27,6,0
0,0,206,28,432.0,1,9,23,6,0
0,0,204,42,501.0,2,13,24,6,0
0,0,289,133,67.0,0,17,42,5,0
0,0,256,42,180.0,0,15,25,5,0
0,0,85,42,340.0,1,6,41,5,0
0,0,80,133,240.0,0,22,9,5,0
0,0,37,133,272.0,0,3,22,6,0
0,0,21,133,459.0,3,29,36,3,0
0,0,39,57,114.0,0,27,14,5,0
0,0,2,28,176.0,1,22,4,6,0
0,0,18,133,749.0,0,3,9,6,0
0,0,76,54,353.6,1,12,7,6,0
0,0,80,49,204.0,0,7,15,4,0
0,0,66,42,173.79,0,29,13,6,0
0,0,69,133,257.01,0,25,44,4,0
0,0,97,133,306.9,0,16,16,6,0
0,0,5,49,101.0,2,19,39,6,0
0,0,89,79,208.0,2,10,50,6,0
0,0,244,74,399.0,0,2,36,4,0
0,0,9,161,160.0,1,5,27,6,0
0,0,124,14,491.4,4,4,37,6,0
0,0,146,11,225.0,0,29,53,5,0
0,0,42,133,381.0,0,15,16,3,0
0,0,111,78,190.0,1,3,14,4,0
0,0,161,54,988.2,1,6,32,6,0
0,0,37,152,510.0,1,27,30,6,0
0,0,4,133,126.0,0,19,30,2,0
0,0,207,54,485.01,0,30,53,5,0
0,0,34,49,75.0,0,18,3,4,0
0,0,282,57,789.6,1,24,25,5,0
0,0,35,49,325.2000000000001,0,27,40,6,0
0,0,4,42,89.0,0,8,20,6,0
0,0,22,74,278.8,1,20,8,6,0
0,0,13,42,504.0,2,18,43,6,0
0,0,2,133,78.0,1,17,51,6,0
0,0,75,121,747.0,1,12,33,6,0
0,0,30,79,124.0,1,27,17,6,0
0,0,4,133,350.0,0,15,38,3,0
0,0,55,49,595.0,1,30,36,6,0
0,0,91,54,240.0,0,30,40,5,0
0,0,21,133,149.0,1,28,35,6,0
0,0,0,133,195.0,0,9,33,3,0
0,0,10,133,543.0,1,8,28,6,0
0,0,84,133,65.0,0,7,37,2,1
0,0,168,133,189.0,1,20,34,3,0
0,0,8,57,70.4,0,15,11,6,0
0,0,10,133,156.0,1,5,19,6,0
0,0,104,54,255.0,0,9,19,5,0
0,0,142,57,320.4,1,5,31,5,0
0,0,108,10,41.4,1,1,14,5,0
0,0,39,133,216.0,0,10,46,2,0
0,0,8,133,166.0,0,15,42,6,0
0,0,55,74,374.0,1,19,12,6,0
0,0,88,167,164.0,1,25,8,6,0
0,0,111,54,525.0,2,29,23,5,0
0,0,4,79,330.0,0,11,38,0,0
0,0,39,42,218.0,0,14,33,5,0
0,0,155,54,463.54,1,21,52,3,0
0,0,161,121,383.52,0,19,39,5,0
0,0,0,133,41.0,0,15,47,2,0
0,0,104,11,415.8,2,2,36,6,0
0,0,0,133,30.0,0,3,10,2,0
0,0,8,54,637.0,1,30,45,6,0
0,0,8,49,192.0,0,14,47,6,0
0,0,224,79,895.5,0,3,27,6,0
0,0,6,54,94.0,0,8,46,2,0
0,0,33,133,118.0,2,10,23,3,0
0,0,316,11,330.0,0,26,22,4,0
0,0,0,133,79.0,0,21,4,3,0
0,0,0,133,68.0,0,11,6,6,0
0,0,0,133,110.0,1,17,7,6,0
0,0,94,54,426.0,0,31,22,6,0
0,0,13,54,363.8,1,8,46,6,0
0,0,65,24,118.8,0,23,17,6,0
0,0,40,133,98.1,1,5,24,6,0
0,0,317,57,718.9699999999998,3,6,28,6,0
0,0,84,137,477.0,2,16,20,3,0
0,0,0,30,149.0,1,21,30,6,0
0,0,60,28,280.79999999999995,2,16,51,6,0
0,0,287,57,250.0,0,15,42,4,0
0,0,131,79,514.8,1,25,35,6,0
0,0,30,57,354.6,1,23,43,6,0
0,0,164,54,428.4,0,9,46,6,0
0,0,19,54,462.0,0,10,46,5,0
0,0,24,57,459.5,1,19,51,5,0
0,0,94,42,213.3,1,8,10,6,0
0,0,67,122,360.0,0,2,18,4,0
0,0,4,74,584.0,1,7,24,6,0
0,0,1,133,65.0,1,17,11,3,0
0,0,4,42,97.0,2,13,51,6,0
0,0,222,54,160.0,0,14,38,4,0
0,0,104,54,455.0,0,19,12,5,0
0,0,30,11,300.0,0,22,12,4,0
0,0,108,74,646.0,0,8,23,6,0
0,0,3,133,272.01,0,10,24,5,0
0,0,57,79,329.8,2,11,11,6,0
0,0,45,14,385.2,0,18,39,5,0
0,0,24,133,132.0,0,20,52,5,0
0,0,4,49,176.0,2,26,9,6,0
0,0,71,167,513.0,2,17,16,6,0
0,0,167,42,666.0,0,4,31,6,0
0,0,124,133,125.0,0,29,30,6,0
0,0,160,167,363.8,1,30,27,6,0
0,0,3,49,212.0,1,20,34,6,0
0,0,21,121,312.0,2,25,48,6,0
0,0,0,54,80.0,1,22,8,6,0
0,0,0,133,74.0,0,12,42,5,0
0,0,2,133,80.1,0,5,28,6,0
0,0,152,121,337.5,1,4,31,3,0
0,0,0,133,144.0,2,7,23,0,0
0,0,0,133,48.0,0,20,52,6,0
0,0,6,49,205.0,0,26,9,3,0
0,0,48,49,570.5999999999998,1,24,13,3,0
0,0,145,121,417.36,0,29,18,6,0
0,0,0,133,130.0,0,21,13,2,0
0,0,22,133,345.0,0,15,51,3,0
0,0,3,133,67.0,1,8,41,6,0
0,0,7,133,173.95,1,23,30,3,0
0,0,75,121,340.0,0,5,14,5,0
0,0,97,42,311.3400000000001,1,30,27,5,0
0,0,85,54,180.0,0,9,37,2,0
0,0,102,42,218.0,0,16,42,5,0
0,0,67,54,102.6,1,22,48,6,0
0,0,7,57,188.0,0,2,9,4,0
0,0,28,133,261.0,1,7,11,5,0
0,0,11,133,416.0,0,5,49,4,0
0,0,124,57,714.24,1,20,25,6,0
0,0,5,49,162.0,0,22,48,6,0
0,0,1,133,48.0,0,2,49,6,0
0,0,323,133,344.0,0,17,21,5,0
0,0,30,167,283.5,0,25,48,3,0
0,0,199,54,246.0,1,28,44,4,0
0,0,86,131,361.25,1,6,45,6,0
0,0,33,134,140.0,0,17,24,6,0
0,0,4,49,147.6,0,22,9,5,0
0,0,24,57,340.0,0,19,8,6,0
0,0,9,133,368.0,1,9,28,3,0
0,0,0,133,48.0,0,27,44,3,0
0,0,271,57,250.8,0,23,39,3,0
0,0,6,49,259.4,0,19,39,6,0
0,0,0,133,148.0,1,24,34,3,0
0,0,57,74,607.5,0,29,35,5,0
0,0,2,133,267.0,2,3,36,6,0
0,0,3,133,119.0,0,14,20,3,0
0,0,13,54,220.0,0,12,19,5,0
0,0,153,133,108.0,0,29,44,4,0
0,0,185,133,770.0,0,6,28,3,0
0,0,12,57,218.84,1,12,7,6,0
0,0,162,133,252.0,0,24,13,4,0
0,0,17,133,347.9,0,13,33,3,0
0,0,89,54,405.0,0,19,16,6,0
0,0,73,57,728.0,1,30,31,5,0
0,0,286,131,910.42,1,7,32,5,0
0,0,96,14,237.6,0,17,11,3,0
0,0,116,74,224.0,0,2,18,5,0
0,0,60,54,576.0,1,21,21,6,0
0,0,113,24,424.08,1,19,12,6,0
0,0,24,101,525.0,0,5,6,4,0
0,0,100,54,544.0,0,19,21,6,0
0,0,5,49,280.0,0,28,44,5,0
0,0,3,54,103.0,1,11,16,3,0
0,0,29,54,544.0,3,6,6,6,0
0,0,10,133,174.0,1,25,9,6,0
0,0,2,57,120.0,1,14,51,5,0
0,0,137,133,260.07,2,9,37,6,0
0,0,14,133,30.0,0,17,47,5,0
0,0,51,57,967.98,3,29,26,5,0
0,0,364,57,264.0,0,12,42,4,0
0,0,55,79,318.6,2,29,18,6,0
0,0,11,49,556.0,1,21,29,6,0
0,0,192,54,356.4,0,5,23,5,0
0,0,0,133,147.0,0,2,27,3,0
0,0,13,133,201.0,0,5,37,2,0
0,0,69,14,275.4,2,21,17,6,0
0,0,88,49,386.75,1,20,13,6,0
0,0,0,133,52.0,0,15,47,6,0
0,0,138,44,841.5,3,9,15,6,0
0,0,115,133,304.0,0,27,9,5,0
0,0,140,42,302.4,0,7,32,5,0
0,0,17,133,168.0,0,30,49,4,0
0,0,0,133,129.0,0,18,34,3,0
0,0,59,11,150.92,2,14,29,6,0
0,0,1,133,68.0,0,22,17,6,0
0,0,15,30,346.0,2,31,31,6,0
0,0,98,54,569.73,1,16,33,5,0
0,0,38,133,108.0,1,4,45,6,0
0,0,114,49,312.0,0,15,7,4,0
0,0,1,10,127.0,1,27,27,6,0
0,0,231,57,499.52,0,8,41,4,0
0,0,2,1,420.0,0,5,10,5,0
0,0,3,57,729.0,0,2,19,3,0
0,0,6,42,232.0,0,10,50,5,0
0,0,61,57,238.6,2,13,16,6,0
0,0,9,133,120.0,1,30,13,6,0
0,0,0,133,88.0,0,4,1,3,0
0,0,90,33,391.5,1,5,28,6,0
0,0,0,133,240.0,1,8,6,6,0
0,0,74,167,388.08,0,3,14,6,0
0,0,30,54,300.0,0,6,2,5,0
0,0,29,49,189.0,0,6,45,5,0
0,0,175,49,522.0,0,15,33,6,0
0,0,0,24,348.0,1,19,51,3,0
0,0,16,28,86.0,0,6,6,2,0
0,0,39,42,298.8,1,8,28,6,0
0,0,68,133,215.9,0,4,28,5,0
0,0,134,28,327.99,1,9,24,6,0
0,0,6,167,531.0,1,19,12,6,0
0,0,140,57,510.84,1,19,26,6,0
0,0,37,133,113.65,1,28,40,6,0
0,0,180,79,200.0,1,2,19,5,0
0,0,14,73,381.0,2,17,12,6,0
0,0,20,57,561.0,2,13,7,6,0
0,0,52,49,189.0,2,11,46,6,0
0,0,66,73,81.9,2,19,47,6,0
0,0,37,64,363.6,3,19,43,6,0
0,0,44,14,440.01,1,20,25,6,0
0,0,0,30,79.0,0,18,8,6,0
0,0,1,49,65.0,1,7,15,6,0
0,0,194,57,757.5,1,17,29,6,0
0,0,292,54,140.0,0,21,43,5,0
0,0,159,57,432.0,0,16,43,3,0
0,0,161,57,342.9,1,22,22,6,0
0,0,60,49,640.0,1,15,29,6,0
0,0,80,54,366.0,0,8,14,5,0
0,0,0,105,288.0,0,11,33,6,0
0,0,84,133,168.0,0,27,48,4,0
0,0,2,133,450.0,0,5,14,3,0
0,0,4,133,48.0,0,12,50,6,0
0,0,80,33,744.0,1,16,29,6,0
0,0,67,57,283.36,1,28,40,6,0
0,0,35,57,210.09,1,25,9,6,0
0,0,58,57,309.8900000000001,1,30,40,6,0
0,0,147,57,84.6,2,14,51,6,0
0,0,47,42,109.0,0,30,18,4,0
0,0,18,133,75.0,3,8,46,2,0
0,0,6,133,46.0,2,26,44,5,0
0,0,68,133,367.2,0,14,11,6,0
0,0,53,54,442.0,1,8,2,6,0
0,0,18,57,358.74,0,11,38,3,0
0,0,206,42,454.75,0,25,31,6,0
0,0,90,54,405.0,1,6,18,6,0
0,0,107,57,327.25,1,5,19,5,0
0,0,103,24,45.0,1,14,8,6,0
0,0,101,57,259.0,0,15,12,5,0
0,0,30,42,455.01,0,31,35,3,0
0,0,11,49,340.0,0,18,43,5,0
0,0,63,57,400.4,1,2,41,3,0
0,0,123,11,348.2999999999999,0,20,34,5,0
0,0,75,121,340.0,0,5,14,5,0
0,0,53,54,274.41,1,30,13,6,0
0,0,1,30,115.89,1,17,34,6,0
0,0,170,42,390.0,0,8,15,5,0
0,0,82,133,378.03,0,29,53,5,0
0,0,6,42,156.0,1,19,26,6,0
0,0,99,42,318.6,1,23,12,6,0
0,0,15,133,562.5,0,10,37,3,0
0,0,2,133,65.0,0,19,12,5,0
0,0,18,133,56.0,1,27,9,6,0
0,0,7,11,195.0,0,29,53,5,0
0,0,119,152,270.0,0,23,22,4,0
0,0,26,54,200.0,0,4,50,5,0
0,0,10,54,170.0,1,21,21,6,0
0,0,27,57,53.46,0,7,46,5,0
0,0,44,49,200.0,0,28,44,5,0
0,0,3,133,369.99,0,26,13,3,0
0,0,30,57,415.8,1,25,44,6,0
0,0,81,79,279.0,0,18,20,6,0
0,0,38,42,190.0,1,9,15,6,0
0,0,23,133,150.0,1,15,16,6,0
0,0,24,79,356.0,2,12,3,6,0
0,0,2,42,160.0,2,18,25,3,0
0,0,97,24,364.44,0,25,26,6,0
0,0,37,133,725.0,1,29,31,3,0
0,0,10,133,67.0,0,29,35,5,0
0,0,36,131,144.0,1,3,5,6,0
0,0,253,57,261.8,0,5,19,5,0
0,0,16,79,429.99,0,1,22,3,0
0,0,103,30,768.0,0,29,35,6,0
0,0,97,49,192.6,1,8,15,6,0
0,0,41,42,110.0,0,26,17,2,0
0,0,292,54,120.0,0,21,43,5,0
0,0,23,133,363.8,1,12,46,6,0
0,0,1,133,77.0,0,21,3,3,0
0,0,48,99,232.0,2,18,39,3,0
0,0,3,133,273.0,0,7,7,3,0
0,0,16,54,280.0,2,21,43,6,0
0,0,112,49,235.8,1,16,34,6,0
0,0,3,133,101.0,2,21,17,6,0
0,0,37,54,60.0,2,25,44,6,0
0,0,25,24,65.0,1,27,53,5,0
0,0,76,57,289.0,0,18,12,6,0
0,0,3,133,320.0,0,30,5,6,0
0,0,20,42,289.98,0,4,2,5,0
0,0,35,24,340.0,1,7,10,5,0
0,0,5,105,143.0,0,5,10,3,0
0,0,28,98,98.0,2,29,13,6,0
0,0,38,24,674.52,1,27,35,6,0
0,0,1,133,147.0,0,24,39,3,0
0,0,101,14,288.9,2,11,46,6,0
0,0,6,79,456.6,0,4,1,6,0
0,0,142,54,96.3,1,4,28,6,0
0,0,1,133,65.0,2,29,31,3,0
0,0,21,57,168.0,0,22,8,2,0
0,0,196,122,403.75,1,3,32,6,0
0,0,58,74,125.1,0,29,40,3,0
0,0,22,78,115.0,2,30,18,6,0
0,0,176,57,360.0,1,1,22,6,0
0,0,12,28,239.6,0,16,3,6,0
0,0,52,133,170.0,2,16,20,3,0
0,0,6,79,115.0,0,8,24,6,0
0,0,349,42,739.98,0,4,41,5,0
0,0,2,79,360.0,0,16,47,5,0
0,0,219,133,84.0,0,4,36,5,0
0,0,47,54,315.0,1,21,21,6,0
0,0,142,54,551.0,1,5,31,6,0
0,0,6,42,353.6,1,12,51,6,0
0,0,60,74,1022.0,1,8,37,6,0
0,0,47,54,323.0,0,16,43,5,0
0,0,160,54,1003.5,2,13,42,6,0
0,0,68,49,316.8,0,4,5,3,0
0,0,1,49,96.0,1,6,1,6,0
0,0,0,167,96.0,1,13,28,6,0
0,0,25,49,464.0,0,28,35,6,0
0,0,42,57,324.0,3,19,12,6,0
0,0,78,133,32.0,0,21,47,2,0
0,0,64,74,441.0,1,26,39,6,0
0,0,125,152,630.0,0,23,30,6,0
0,0,113,54,348.2999999999999,0,9,24,6,0
0,0,67,133,981.0,1,2,32,3,0
0,0,72,79,764.12,0,27,13,3,0
0,0,18,49,101.0,2,11,46,6,0
0,0,0,57,273.6,1,24,5,5,0
0,0,159,54,140.0,1,9,15,5,0
0,0,172,54,354.6,1,18,33,6,0
0,0,3,105,119.0,1,27,35,6,0
0,0,100,42,528.32,0,24,44,6,0
0,0,76,133,359.0,1,6,32,3,0
0,0,3,54,123.2,1,15,28,3,0
0,0,0,133,43.2,0,1,9,6,0
0,0,31,133,819.0,1,23,35,6,0
0,0,3,54,630.0,0,14,38,5,0
0,0,12,79,736.0,1,14,38,6,0
0,0,13,54,152.0,2,17,38,6,0
0,0,17,49,406.0,2,4,49,3,0
0,0,53,133,195.0,0,18,47,4,0
0,0,265,42,230.0,1,24,26,5,0
0,0,2,133,44.0,1,17,3,3,0
0,0,1,30,109.0,1,10,20,6,0
0,0,98,74,405.0,0,5,18,6,0
0,0,112,54,261.9,1,11,16,6,0
0,0,4,133,63.0,0,31,23,5,0
0,0,3,42,186.16,0,31,36,5,0
0,0,302,74,581.0,1,9,37,5,0
0,0,111,42,581.4000000000002,2,27,13,6,0
0,0,219,137,261.0,1,29,17,6,0
0,0,2,57,796.0,3,26,35,6,0
0,0,146,57,645.32,1,6,46,3,0
0,0,52,54,389.88,1,26,17,6,0
0,0,0,133,50.0,0,4,15,2,1
0,0,12,131,424.0,1,8,46,6,0
0,0,60,54,130.0,0,21,39,5,0
0,0,155,11,652.5,0,28,30,6,0
0,0,0,133,90.0,2,5,15,2,1
0,0,54,83,467.52,0,28,9,6,0
0,0,53,42,288.0,0,25,48,5,0
0,0,2,133,75.0,0,6,2,2,0
0,0,88,57,589.96,0,5,18,5,0
0,0,33,133,1085.0,0,8,28,6,0
0,0,138,33,261.0,0,28,30,6,0
0,0,14,138,342.0,1,15,38,6,0
0,0,108,44,1026.9,1,6,32,6,0
0,0,135,74,415.17,0,2,23,5,0
0,0,74,133,218.0,0,18,38,5,0
0,0,168,133,100.0,0,11,37,4,0
0,0,94,49,965.0,1,21,21,3,0
0,0,29,74,570.0,2,11,19,6,0
0,0,19,49,254.3,0,6,28,3,0
0,0,128,74,144.0,1,13,19,6,0
0,0,0,54,160.0,2,6,32,6,0
0,0,53,57,877.8,1,30,31,6,0
0,0,37,54,76.5,1,19,43,5,0
0,0,26,57,91.8,0,2,45,5,0
0,0,69,28,468.0,0,25,30,3,0
0,0,247,57,696.0,2,19,39,6,0
0,0,125,33,130.5,0,31,31,5,0
0,0,23,133,58.0,1,30,53,3,0
0,0,97,42,410.2,0,12,11,6,0
0,0,2,33,104.72,1,15,42,6,0
0,0,82,57,176.0,0,28,14,5,0
0,0,47,54,286.0,0,19,51,3,0
0,0,15,121,89.0,0,13,24,5,0
0,0,251,33,432.0,1,26,26,4,0
0,0,130,42,313.2000000000001,2,29,44,6,0
0,0,69,133,257.01,0,25,44,4,0
0,0,39,121,459.0,1,19,12,6,0
0,0,61,57,959.0,2,28,35,5,0
0,0,144,28,162.16,1,25,31,6,0
0,0,55,49,150.0,0,6,37,4,0
0,0,2,133,126.0,1,22,25,6,0
0,0,96,49,535.95,2,12,33,6,0
0,0,40,121,220.0,0,25,17,2,0
0,0,87,42,242.25,1,23,44,5,0
0,0,0,42,672.8499999999998,3,27,27,6,0
0,0,162,54,471.4,3,28,26,3,0
0,0,100,133,182.0,0,26,9,5,0
0,0,278,57,701.4,0,27,26,5,0
0,0,1,133,65.0,0,19,47,2,0
0,0,35,133,340.0,1,7,10,5,0
0,0,193,49,594.0,2,5,31,6,0
0,0,278,42,420.75,0,27,53,5,0
0,0,243,74,275.5,0,6,41,4,0
0,0,316,11,330.0,1,26,22,4,0
0,0,43,133,172.0,0,3,27,4,0
0,0,0,133,238.0,0,7,41,4,0
0,0,172,42,59.0,0,29,23,5,0
0,0,122,98,540.0,0,21,21,6,0
0,0,19,133,116.0,1,12,25,2,0
0,0,8,133,390.0,0,5,45,2,2
0,0,13,133,185.0,1,29,31,3,0
0,0,2,133,85.0,0,13,7,6,0
0,0,11,79,231.0,0,19,43,5,0
0,0,9,133,56.0,0,11,42,3,0
0,0,65,167,457.38,1,2,14,6,0
0,0,11,54,356.0,1,21,4,6,0
0,0,157,54,363.0,0,22,30,5,0
0,0,74,24,91.48,1,3,41,6,0
0,0,3,133,97.5,1,19,52,6,0
0,0,39,89,139.2,1,19,51,6,0
0,0,11,49,261.03000000000003,1,6,37,6,0
0,0,27,49,279.0,1,18,8,6,0
0,0,148,57,197.49,1,2,45,6,0
0,0,10,89,246.0,1,25,8,6,0
0,0,29,33,562.71,0,21,30,6,0
0,0,155,42,240.3,0,30,26,5,0
0,0,0,133,80.0,2,7,14,3,0
0,0,302,24,270.9,2,29,53,6,0
0,0,8,137,903.0,1,27,30,5,0
0,0,27,49,294.0,1,29,17,6,0
0,0,29,57,179.38,3,1,40,3,0
0,0,8,57,376.96,0,29,44,6,0
0,0,152,57,240.0,0,5,14,4,0
0,0,21,57,223.11,1,22,17,6,0
0,0,41,133,240.0,0,20,12,5,0
0,0,14,57,520.85,0,17,34,6,0
0,0,12,133,248.0,0,18,29,4,0
0,0,7,167,169.0,1,16,29,6,0
0,0,6,152,490.0,0,1,10,5,0
0,0,45,57,574.0,0,1,40,5,0
0,0,1,133,82.0,0,18,20,3,0
0,0,12,42,81.0,0,22,34,6,0
0,0,50,42,173.79,1,22,12,6,0
0,0,68,54,130.0,0,29,40,5,0
0,0,32,24,285.0,1,24,5,2,0
0,0,13,133,594.99,0,30,53,3,0
0,0,69,49,140.0,1,1,31,6,0
0,0,1,133,40.0,0,16,8,5,0
0,0,139,54,260.0,0,17,47,4,0
0,0,102,42,218.0,0,16,42,5,0
0,0,7,133,55.0,0,5,45,3,0
0,0,36,54,353.6,1,18,52,6,0
0,0,195,42,929.6,0,21,35,5,0
0,0,69,133,272.0,1,23,52,6,0
0,0,47,54,72.76,1,22,39,6,0
0,0,3,133,55.6,0,19,52,6,0
0,0,42,167,212.0,1,12,19,6,0
0,0,0,133,134.0,0,9,37,2,0
0,0,56,11,345.55,0,16,38,6,0
0,0,4,49,264.99,0,30,18,6,0
0,0,82,57,369.95,0,23,17,5,0
0,0,2,133,48.0,1,11,6,6,0
0,0,11,14,399.99,1,30,45,6,0
0,0,0,14,412.0,0,20,30,6,0
0,0,173,167,560.0,0,22,25,3,0
0,0,74,11,989.1,0,9,15,6,0
0,0,40,133,165.0,0,16,3,4,0
0,0,281,14,472.5,1,25,21,6,0
0,0,53,46,307.68,2,15,11,6,0
0,0,91,79,114.3,0,6,28,6,0
0,0,49,49,170.0,0,6,19,5,0
0,0,1,44,225.0,1,17,25,5,0
0,0,1,133,180.0,0,9,37,2,0
0,0,74,133,218.0,0,18,38,5,0
0,0,16,79,564.0,1,29,14,6,0
0,0,110,74,350.42,1,8,20,6,0
0,0,0,57,103.0,0,19,39,3,0
0,0,11,133,103.0,2,27,53,6,0
0,0,190,52,99.0,1,30,18,6,0
0,0,187,54,326.7000000000001,3,7,41,6,0
0,0,94,49,375.0,1,29,40,6,0
0,0,4,57,207.0,1,25,12,3,0
0,0,2,11,188.0,0,30,45,0,0
0,0,80,54,994.49,1,10,29,6,0
0,0,0,44,107.0,1,23,4,3,0
0,0,52,133,158.4,1,10,2,3,0
0,0,20,152,262.32,0,7,11,5,0
0,0,8,133,404.25,2,1,36,5,0
0,0,35,57,256.5,2,26,48,6,0
0,0,137,54,442.0,1,13,11,6,0
0,0,56,74,658.0,2,27,17,6,0
0,0,4,138,183.0,2,19,47,6,0
0,0,34,133,165.6,0,13,42,5,0
0,0,58,42,574.0,1,16,16,4,0
0,0,69,14,275.4,0,25,31,6,0
0,0,108,133,600.0,1,24,13,6,0
0,0,3,133,35.0,0,26,4,3,0
0,0,134,133,75.0,0,25,8,4,0
0,0,45,42,747.0,0,12,20,6,0
0,0,2,42,327.0,1,15,21,5,0
0,0,132,49,304.2,0,1,26,6,0
0,0,320,42,230.0,1,18,34,5,0
0,0,294,49,324.0,1,21,26,6,0
0,0,201,57,500.4,5,14,20,6,0
0,0,1,14,325.0,1,1,31,6,0
0,0,41,54,300.0,1,8,46,5,0
0,0,1,133,70.0,1,31,13,3,0
0,0,13,133,39.0,0,10,42,5,0
0,0,0,33,396.48,0,7,28,6,0
0,0,85,133,433.5,2,28,14,6,0
0,0,33,133,215.52,0,3,2,6,0
0,0,0,42,129.0,0,20,26,6,0
0,0,85,57,259.08,0,5,28,5,0
0,0,129,54,561.6,0,28,30,5,0
0,0,251,57,519.75,1,31,22,5,0
0,0,114,33,768.42,3,11,24,6,0
0,0,96,133,414.0,0,6,28,6,0
0,0,11,49,204.0,0,5,49,4,0
0,0,2,79,332.0,2,8,7,3,0
0,0,16,54,80.0,0,27,5,2,0
0,0,12,54,120.0,2,16,7,6,0
0,0,225,42,109.0,0,28,22,4,0
0,0,1,54,97.0,1,12,11,6,0
0,0,206,54,391.5,1,8,37,6,0
0,0,32,54,539.12,1,25,40,6,0
0,0,225,24,420.18,1,20,43,6,0
0,0,0,49,495.0,0,1,36,6,0
0,0,82,49,157.2,0,7,50,4,0
0,0,4,133,25.0,1,5,49,5,0
0,0,30,79,155.0,0,4,10,6,0
0,0,0,133,38.0,0,30,49,3,0
0,0,14,121,436.0,1,13,12,6,0
0,0,202,24,62.0,1,4,18,4,0
0,0,83,54,150.0,0,18,52,5,0
0,0,0,57,205.0,1,29,30,6,0
0,0,148,42,497.25,0,6,19,6,0
0,0,84,54,158.4,2,3,9,6,0
0,0,11,69,374.0,1,11,6,6,0
0,0,77,133,380.8,1,16,16,6,0
0,0,17,133,72.0,0,5,45,3,0
0,0,164,133,200.0,0,2,40,5,0
0,0,14,133,129.0,1,20,39,6,0
0,0,2,167,79.0,1,13,25,6,0
0,0,293,57,701.4,0,2,27,5,0
0,0,11,89,258.0,1,16,29,6,0
0,0,251,57,146.7,1,21,48,6,0
0,0,69,54,342.0,2,30,23,6,0
0,0,0,133,45.0,0,29,5,3,0
0,0,253,74,471.59,0,23,17,4,0
0,0,138,14,311.44,0,13,2,6,0
0,0,84,52,440.3,2,31,45,6,0
0,0,70,172,117.04,1,28,17,6,0
0,0,158,78,190.0,1,27,13,4,0
0,0,1,133,178.0,0,5,45,3,0
0,0,198,133,65.0,0,20,21,4,0
0,0,29,42,116.01,0,13,7,5,0
0,0,22,49,240.0,0,8,50,4,0
0,0,2,133,52.0,0,6,46,5,0
0,0,58,54,245.0,0,23,48,5,0
0,0,334,57,330.0,0,13,38,4,0
0,0,12,54,340.0,0,19,51,5,0
0,0,33,122,324.9,0,24,39,3,0
0,0,0,133,38.0,0,12,3,2,0
0,0,109,79,321.2999999999999,1,12,33,6,0
0,0,45,28,264.6,1,20,8,6,0
0,0,167,57,240.0,1,13,12,5,0
0,0,256,42,180.0,0,15,25,5,0
0,0,14,54,624.0,1,19,26,6,0
0,0,113,54,700.0,0,27,26,3,0
0,0,10,133,77.6,1,16,3,5,0
0,0,89,74,232.2,0,29,36,6,0
0,0,194,54,150.0,0,1,13,5,0
0,0,48,54,486.0,3,1,13,6,0
0,0,11,133,240.0,0,25,5,3,0
0,0,24,49,640.0,1,30,26,6,0
0,0,72,24,282.88,0,18,47,6,0
0,0,3,133,45.0,1,27,4,3,0
0,0,78,49,315.9,1,24,13,6,0
0,0,28,49,633.0,2,5,45,6,0
0,0,95,54,242.0,0,29,53,5,0
0,0,23,133,95.0,0,26,44,5,0
0,0,88,49,700.0,1,6,50,6,0
0,0,1,133,60.0,0,2,6,2,0
0,0,110,78,234.0,1,19,25,6,0
0,0,15,54,260.0,0,7,23,5,0
0,0,3,133,188.0,3,24,35,6,0
0,0,1,138,99.0,0,11,6,6,0
0,0,39,133,218.0,0,14,33,5,0
0,0,0,78,268.0,0,9,41,3,0
0,0,292,54,140.0,0,21,43,5,0
0,0,1,133,34.0,1,14,7,5,0
0,0,37,57,208.0,0,2,31,6,0
